DZ,Dzname,SIMD_Overall.Rank,SIMD_Income.Rank,SIMD_Employment.Rank,SIMD_Health.Rank,SIMD_Crime.Count,SIMD_Crime.Rank,Population,Working.Age.Population,University.Qual,Lacode,Laname,SPCcode,SPCname,Postcode
S01009975,Glenwood South - 03,13,15,28,17,59,461,807,514,0.04,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9UX
S01009976,Glenwood South - 04,37,41,51,36,4,5403,471,314,0.02,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9LB
S01009977,Glenwood South - 05,27,43,14,39,49,829,895,603,0.06,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9JQ
S01009978,Glenwood South - 06,202,245,319,117,33,1968,1001,702,0.02,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0ES
S01009979,Glenwood South - 07,96,70,53,883,21,1468,518,299,0.09,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0PW
S01009980,Glenwood North - 01,44,21,94,7,58,256,629,389,0.05,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9US
S01009981,Glenwood North - 02,267,244,289,110,22,2064,691,461,0.06,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0AH
S01009982,Glenwood North - 03,683,1004,598,236,43,1279,981,683,0.04,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0BE
S01009983,Glenwood North - 04,151,159,267,225,32,1001,642,452,0.06,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0DY
S01009984,Glenwood North - 05,1260,869,1558,1847,31,1300,715,492,0.07,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0BY
S01009985,Glenwood North - 06,105,66,158,168,39,642,631,414,0.04,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 0EX
S01009986,Castlemilk - 01,93,48,97,267,26,921,500,318,0.03,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9HG
S01009987,Castlemilk - 02,781,463,853,470,23,2417,823,518,0.06,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9BL
S01009988,Castlemilk - 03,278,134,181,417,8,3773,456,291,0.10,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9EN
S01009989,Castlemilk - 04,2251,2744,1988,2006,17,3413,857,584,0.05,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5JT
S01009990,Castlemilk - 05,3466,3094,2898.5,3196,11,4182,734,515,0.08,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5LA
S01009991,Castlemilk - 06,3009,2628,3138,3289,9,4829,780,539,0.04,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5LY
S01009992,Castlemilk - 07,494,331,518,513,38,890,718,443,0.08,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G45 9TX
S01009993,Kingspark South - 01,3886,3226,4033,3843,16,3632,870,588,0.09,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5RT
S01009994,Kingspark South - 02,4221,3713,4072,3994,10,4087,645,429,0.08,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5RG
S01009995,Kingspark South - 03,3702,3701.5,3727,3612,15,2806,614,431,0.08,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5QD
S01009996,Kingspark South - 04,3161,2378,3726,3069,15,3411,756,497,0.06,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5NA
S01009997,Kingspark South - 05,3597,3443,3791.5,3594,11,3612,593,415,0.08,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5PF
S01009998,Kingspark South - 06,4694,4064,4356,3961,23,1687,627,397,0.19,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5UT
S01009999,Kingspark North - 01,5226,4621,5121,4840,7,5014,670,424,0.13,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4JA
S01010000,Kingspark North - 02,3796,3836.5,3459,2733,13,3039,582,406,0.12,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4NW
S01010001,Kingspark North - 03,3284,2405,3489,3218,22,2623,852,522,0.11,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4JG
S01010002,Kingspark North - 04,3631,3300,3182,3043,12,3918,726,489,0.14,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4PU
S01010003,Kingspark North - 05,4804,4487,4090,3960,10,4147.5,660,421,0.11,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4PT
S01010004,Kingspark North - 06,5807,4868,5149,5134,14,3371,696,419,0.19,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4HU
S01010005,Cathcart - 01,2138,2708,1662,1411,21,2331,725,554,0.12,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4BA
S01010006,Cathcart - 02,2921,2932,2362,2654,16,4324,1135,889,0.09,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G42 9EF
S01010007,Cathcart - 03,5349,4340,4659,4289,15,3981,929,632,0.18,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4SZ
S01010008,Cathcart - 04,2094,3167,2391,1854,17,3076,768,512,0.00,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4DU
S01010009,Cathcart - 05,2142,2774.5,1261,2333,25,1552,642,536,0.10,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4EJ
S01010010,Cathcart - 06,5105,4237,4854,4312,27,2735,1079,722,0.18,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 5AQ
S01010011,Mount Florida - 01,1503,1234,1392,759,22,2199,728,518,0.09,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G42 9EU
S01010012,Mount Florida - 02,4574,4030,3891,4215,11,4659,884,545,0.14,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G44 4QY
S01010013,Mount Florida - 03,2229,2210,1789,2583,64,479,889,675,0.09,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G42 9HF
S01010014,Mount Florida - 04,3626,3154,3210,3583,33,2106,1052,762,0.19,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G42 9AJ
S01010015,Mount Florida - 05,4484,4384,3776,3913,17,3160,787,655,0.08,S12000049,Glasgow City,S16000116,Glasgow Cathcart,G42 9XW
S01010016,Toryglen and Oatlands - 01,1740,1206,1725,1261,11,4078,707,452,0.12,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 0DW
S01010017,Toryglen and Oatlands - 02,806,525,804,965,19,2828,784,482,0.10,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 0EW
S01010018,Toryglen and Oatlands - 03,1432,1141,1362,1391,44,1650,1183,767,0.04,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 0EQ
S01010019,Toryglen and Oatlands - 04,65,67,104,51,52,473,719,451,0.05,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 0JS
S01010020,Toryglen and Oatlands - 05,1631,1243,1601,1224,16,3144,737,452,0.08,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 0AA
S01010021,Toryglen and Oatlands - 06,553,675,1198,233,104,31,473,326,0.10,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 0HU
S01010022,Toryglen and Oatlands - 07,1635,2138,2400,2421,76,1174,1658,1221,0.09,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0LF
S01010023,Gorbals and Hutchesontown - 01,36,8,40,41,38,714,648,401,0.05,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0JQ
S01010024,Gorbals and Hutchesontown - 02,658,752,541,326,51,674,846,582,0.04,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0QH
S01010025,Gorbals and Hutchesontown - 03,323,446,148,345,38,516,550,368,0.20,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0RB
S01010026,Gorbals and Hutchesontown - 04,828,1060,662,695,66,545,974,763,0.03,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0UR
S01010027,Gorbals and Hutchesontown - 05,2358,2025,2680,1989,29,2190,956,714,0.08,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0RX
S01010028,Gorbals and Hutchesontown - 06,490,435,498,268,23,1890,677,437,0.11,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0NZ
S01010029,Gorbals and Hutchesontown - 07,198,136,136,171,20,2261,677,414,0.08,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0SU
S01010030,Gorbals and Hutchesontown - 08,3584,3237,3653,3693,38,1252,857,674,0.13,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 0SQ
S01010031,Laurieston and Tradeston - 01,2900,4345,2591,3634,79,243,842,769,0.02,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 8EB
S01010032,Laurieston and Tradeston - 02,1148,3556,1319,405,193,28,845,791,0.12,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 9TS
S01010033,Laurieston and Tradeston - 03,651,926,476,852,124,142,1073,748,0.04,S12000049,Glasgow City,S16000122,Glasgow Southside,G42 7DE
S01010034,Laurieston and Tradeston - 04,846,1025,1121,526,94,493,1326,946,0.04,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 9QA
S01010035,Laurieston and Tradeston - 05,3359,4982,4508,5871,50,361.5,620,449,0.01,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 9AQ
S01010036,Laurieston and Tradeston - 06,6769,6902,6761,6953,10,5185,1041,988,0.42,S12000049,Glasgow City,S16000122,Glasgow Southside,G5 8JZ
S01010037,Calton and Gallowgate - 01,157,140,331,125,55,320,657,417,0.01,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 2AH
S01010038,Calton and Gallowgate - 02,650,811,676,385,100,175,940,675,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G4 0TT
S01010039,Calton and Gallowgate - 03,3766,5332,4441,4852,80,480,1113,1036,0.14,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G1 5AP
S01010040,Calton and Gallowgate - 04,3513,4427,4082,3280,86,252,930,785,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 1EE
S01010041,Calton and Gallowgate - 05,1933,2974,1880,2085,69,281,788,687,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G1 5LD
S01010042,Bridgeton - 01,2593,2740,2712,2627,59,1466,1455,1194,0.07,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 1DS
S01010043,Bridgeton - 02,497,901,422,354,52,520,755,564,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 1HR
S01010044,Bridgeton - 03,1213,1133,1384,581,37,2116,1183,828,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 1HH
S01010045,Bridgeton - 04,122,18,231,202,18,2249,606,340,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 3SR
S01010046,Dalmarnock - 01,82,111,101,22,54,517,782,540,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 4BG
S01010047,Dalmarnock - 02,31,55,36,90,28,1772,787,542,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 4LX
S01010048,Dalmarnock - 03,425,342,566,368,70,1915,2081,1336,0.06,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 4QB
S01010049,Parkhead West and Barrowfield - 01,303,292,450,343,43,1031,875,584,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 5BN
S01010050,Parkhead West and Barrowfield - 02,360,412,547,458,95,916,1822,1162,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 3LH
S01010051,Parkhead West and Barrowfield - 03,232,303,186,241,44,850,812,547,0.02,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 4NQ
S01010052,Parkhead West and Barrowfield - 04,328,1093,320,193,199,25,848,639,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 4EQ
S01010053,Parkhead West and Barrowfield - 05,930,848,1669,710,52,919,999,690,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 3ED
S01010054,Parkhead West and Barrowfield - 06,28,79,115,20,48,409,626,399,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 3SD
S01010055,Parkhead West and Barrowfield - 07,97,298,69,10,160,103,1219,849,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G40 2BN
S01010056,Parkhead East and Braidfauld North - 01,101,168,253,96,45,332,544,369,0.01,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 5LA
S01010057,Parkhead East and Braidfauld North - 02,901,734,1602,1133,31,770,549,370,0.01,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 5LN
S01010058,Parkhead East and Braidfauld North - 03,659,1172,740,423,40,989,797,609,0.02,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 4HF
S01010059,Parkhead East and Braidfauld North - 04,1775,2735,1943,1693,53,319,633,503,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 4XX
S01010060,Parkhead East and Braidfauld North - 05,801,1146,551,660,47,1161,1020,729,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 4UR
S01010061,Braidfauld - 01,2407,2995,2044,1258,23,1286,527,381,0.14,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8HQ
S01010062,Braidfauld - 02,622,338,1053,476,46,786,822,523,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7SD
S01010063,Braidfauld - 03,236,506,270,61,52,777,925,669,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8LA
S01010064,Braidfauld - 04,1782,1500,1625,1557,17,2007,524,343,0.07,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8PL
S01010065,Braidfauld - 05,342,626.5,385,307,33,1562,851,588,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8RY
S01010066,Braidfauld - 06,421,501,794,400,37,1056,759,517,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8SQ
S01010067,Braidfauld - 07,118,54,364,120,29,1177,633,373,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8RR
S01010068,Braidfauld - 08,2339,2324,2620,2264,46,1773,1293,906,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G31 4QJ
S01010069,Shettleston South - 01,3454,3876,3256,1923,22,2598,845,605,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8RN
S01010070,Shettleston South - 02,4905,5131,4332,3008,3,6222,636,476,0.06,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8DF
S01010071,Shettleston South - 03,2501,2781,2539,1246,45,862,834,591,0.13,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8EY
S01010072,Shettleston South - 04,2111,2311,1924,1487,24,2154,780,520,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7SJ
S01010073,Shettleston South - 05,3783,3465,3706,2267,18,2911,764,486,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 9TU
S01010074,Carmyle and Mount Vernon South - 01,3520,3378.5,4306,2558,22,2131,708,423,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8HW
S01010075,Carmyle and Mount Vernon South - 02,1896,1616,2221,1040,3,6258,659,359,0.07,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8BG
S01010076,Carmyle and Mount Vernon South - 03,1719,1959,1894,1094,7,4925,637,422,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8AH
S01010077,Carmyle and Mount Vernon South - 04,815,793,1083,482,21,1925,627,396,0.06,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8BY
S01010078,Mount Vernon North and Sandyhills - 01,4313,5116,4858,3778,8,4483,599,418,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7NB
S01010079,Mount Vernon North and Sandyhills - 02,5942,6020,6013,4582,5,5990,848,549,0.12,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 9HZ
S01010080,Mount Vernon North and Sandyhills - 03,5733,5507,5511,4043,4,5969,669,387,0.11,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 9JS
S01010081,Mount Vernon North and Sandyhills - 04,5208,4497,4839,3897,4,5903,638,386,0.14,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 0SD
S01010082,Mount Vernon North and Sandyhills - 05,3621,3741,3302,3223,10,4654,803,529,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 8JE
S01010083,Baillieston West - 01,1038,1126,1101,1148,18,2799,735,451,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7AT
S01010084,Baillieston West - 02,752,851,861,440,51,601,802,511,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7DU
S01010085,Baillieston West - 03,4044,4296,4071,3301,20,2431,720,449,0.11,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7NN
S01010086,Baillieston West - 04,365,456,484,84,36,1415,870,542,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7JJ
S01010087,Baillieston West - 05,4242,3810,4525,3518,8,4217,542,298,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7LQ
S01010088,Baillieston East - 01,5565,5787,5981,5393,14,5667,1916,1339,0.13,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G71 7UL
S01010089,Baillieston East - 02,1430,1986,1306,620,29,1386,694,477,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7JZ
S01010090,Baillieston East - 03,3384,3327,3729,2116,15,4266,1041,701,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7EX
S01010091,Baillieston East - 04,4035,4474,4096,3828,13,4444,963,699,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G71 7SH
S01010092,Baillieston East - 05,481,268,739,286,30,2013,926,550,0.11,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 7JG
S01010093,Baillieston East - 06,3073,3196,2773,2448,19,2932,812,533,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6QR
S01010094,Garrowhill West - 01,4380,4332,4017,3292,13,3468,667,426,0.16,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6DB
S01010095,Garrowhill West - 02,5009,5615,5142,4205,NA,6505,613,396,0.10,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6RW
S01010096,Garrowhill West - 03,4112,4849,4136,3332,13,3490,672,472,0.07,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6SS
S01010097,Garrowhill West - 04,4042,4191,4028.5,3600,14,3502,727,490,0.08,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6NZ
S01010098,Garrowhill West - 05,4429,4939,4118,3529,21,2432,756,517,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6ES
S01010099,Garrowhill West - 06,5607,5149,5545.5,5014,11,3976,680,438,0.13,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6LR
S01010100,Garrowhill East and Swinton - 01,3639,3742,3589,2559,16,3444,815,497,0.15,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6JR
S01010101,Garrowhill East and Swinton - 02,4212,4386,4227,2909,3,6281,675,403,0.13,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6DP
S01010102,Garrowhill East and Swinton - 03,5113,5323,5098,4904,NA,6857,861,667,0.13,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6SD
S01010103,Garrowhill East and Swinton - 04,4987,5302,5308,5024,19,3590,1017,744,0.17,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6GX
S01010104,Garrowhill East and Swinton - 05,5024,4513,5601,4447,19,3285,918,695,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G69 6FD
S01010105,Easterhouse East - 01,347,696,420,92,30,498,424,302,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 0EZ
S01010106,Easterhouse East - 02,1002,1193,915,1071,13,995,260,161,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 0BP
S01010107,Easterhouse East - 03,720,1032,1006,557,22,2469.5,804,568,0.01,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9RH
S01010108,Easterhouse East - 04,638,940,610,217,15,3306,729,495,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 0AN
S01010109,Easterhouse East - 05,1072,1528,1321,744,35,1571,907,649,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 0JF
S01010110,Central Easterhouse - 01,248,193,239,220,33,1365,782,499,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 0NJ
S01010111,Central Easterhouse - 02,50,60,95,14,28,1662,756,494,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 0LQ
S01010112,Central Easterhouse - 03,176,301.5,207,50,36,1564,929,647,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9LA
S01010113,"Garthamlock, Auchinlea and Gartloch - 01",226,251,229,190,31,1164,674,427,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9QG
S01010114,"Garthamlock, Auchinlea and Gartloch - 02",16,44,41,13,60,335,726,483,0.01,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9PW
S01010115,"Garthamlock, Auchinlea and Gartloch - 03",2557,2641.5,2845,2191,7,4809,602,435,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 5HS
S01010116,"Garthamlock, Auchinlea and Gartloch - 04",3469,3821.5,3415,2721,16,4437,1182,842,0.11,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 5DB
S01010117,"Garthamlock, Auchinlea and Gartloch - 05",5072,5736,5589,5215,55,1531,1401,990,0.12,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9JW
S01010118,North Barlanark and Easterhouse South - 01,39,76,175,44,50,742,868,553,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 4HE
S01010119,North Barlanark and Easterhouse South - 02,519,905,667,252,12,3074,542,383,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9AN
S01010120,North Barlanark and Easterhouse South - 03,125,158,358,122,41,1476,1019,724,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 4EU
S01010121,North Barlanark and Easterhouse South - 04,55,100,144,46,17,2347,591,405,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 4LY
S01010122,North Barlanark and Easterhouse South - 05,10,72,15,9,75,85,511,373,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G34 9BY
S01010123,Barlanark - 01,275,138,451,436,12,3671,659,408,0.06,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 4UA
S01010124,Barlanark - 02,2533,2467,2816,2593,5,5455,603,414,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 4SY
S01010125,Barlanark - 03,1681,1548,2092,1892,18,1816,516,341,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 4UX
S01010126,Barlanark - 04,1453,1373,1594,720,14,3289,678,453,0.13,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 0JP
S01010127,Barlanark - 05,363,401,225,246,8,4636,639,407,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 4QS
S01010128,Barlanark - 06,83,47,326,37,24,1185,525,334,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 4RF
S01010129,Barlanark - 07,33,59,124,27,31,1278,707,491,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 3NE
S01010130,Barlanark - 08,518,682.5,960,288,16,1533,408,249,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G33 4RJ
S01010131,Greenfield - 01,4902,3914,5041,3063,9,5157,922,550,0.16,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 0EJ
S01010132,Greenfield - 02,594,680,584,454,39,1510,981,616,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6XW
S01010133,Greenfield - 03,91,114,81,109,49,499,693,430,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6QL
S01010134,Greenfield - 04,809,738,883,316,32,2039,996,627,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6XP
S01010135,Greenfield - 05,714,493,701,489,15,3392,751,455,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 0DT
S01010136,Greenfield - 06,2600,2507,2363,1926,10,4695,817,562,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 0LW
S01010137,Shettleston North - 01,719,392,680,477,33,1698,903,552,0.06,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 9EH
S01010138,Shettleston North - 02,24,22,1,5,80,323,957,668,0.04,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 9HW
S01010139,Shettleston North - 03,671,670,587,503,36,1818,1033,674,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 9AH
S01010140,Shettleston North - 04,2013,2590,2231,1273,67,375,842,635,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 0HS
S01010141,Shettleston North - 05,127,132,146,88,48,945,936,632,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7XY
S01010142,Tollcross - 01,361,542,350,64,32,1085,667,460,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7XQ
S01010143,Tollcross - 02,1400,1027,1217,819,11,4245,755,463,0.11,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7UZ
S01010144,Tollcross - 03,816,1148,840,548,45,794,808,554,0.05,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7AT
S01010145,Tollcross - 04,1678,2044,1573,1787,28,2105,892,618,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7XJ
S01010146,Tollcross - 05,525,528,590,141,44,755,772,582,0.09,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7EW
S01010147,Old Shettleston and Parkhead North - 01,160,243,267,98,72,469,992,694,0.03,S12000049,Glasgow City,S16000121,Glasgow Shettleston,G32 7HD
S01010148,Old Shettleston and Parkhead North - 02,265,337,783,166,73,492,1029,672,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6EH
S01010149,Old Shettleston and Parkhead North - 03,1817,1916,2561,578,34,2363,1188,825,0.05,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6FW
S01010150,Old Shettleston and Parkhead North - 04,85,73,171,86,33,1209,728,435,0.03,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6PT
S01010151,Old Shettleston and Parkhead North - 05,238,84,312,387,11,3745,622,355,0.02,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6PF
S01010152,Carntyne - 01,1955,1700,1948,1302,34,1454,835,534,0.17,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2HE
S01010153,Carntyne - 02,577,838,575,56,31,1935,929,591,0.07,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 9BN
S01010154,Carntyne - 03,385,339,278,208,23,2763,927,519,0.04,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 2LU
S01010155,Carntyne - 04,1337,1065,1621,719,16,3211,755,453,0.06,S12000049,Glasgow City,S16000147,Glasgow Provan,G32 6LN
S01010156,"Cranhill, Lightburn and Queenslie South - 0",619,813,928,205,16,2133,515,343,0.01,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3BA
S01010157,"Cranhill, Lightburn and Queenslie South - 0",123,33,201,147,32,853,591,342,0.09,S12000049,Glasgow City,S16000147,Glasgow Provan,G33 3DZ
